"MO_ID","E_ID","X1","Y1","X2","Y2","X3","Y3","X4","Y4","X5","Y5","X6","Y6","X7","Y7","X8","Y8","X9","Y9","X10","Y10","X11","Y11","X12","Y12","X13","Y13","X14","Y14","X15","Y15","X16","Y16","X17","Y17","X18","Y18","X19","Y19","X20","Y20","X21","Y21"
"MO_30_E34.jpg","E34",-133.968623017629,129.355433342924,-128.340592981987,119.237284702587,-147.733512714882,112.785499952837,-163.589498355148,113.829192830163,-53.7789687582448,156.248718476644,-60.4990177337138,158.213645026034,-59.4919713818449,148.604174959046,7.01599062656513,43.6487172730591,6.39443960564022,48.432063560535,-1.34250040798775,43.8472733197067,-104.43553042264,-42.3961974126392,-107.66259991717,-35.3921169713885,-113.244529281752,-38.3622017418784,165.20379020883,291.888993457554,293.622387798551,65.478110803165,231.568801201651,51.2954539988064,307.514479069569,-51.7051795198163,173.254899304901,-311.765170533712,113.16690051984,-280.06126809919,-3.5912485366268,-340.875397235157,-220.063094825921,-382.307030189281
"MO_31_E35.jpg","E35",-111.716713500981,148.620535983944,-106.34146928302,140.026238763903,-113.140475104793,131.109462722655,-125.808068482815,128.247790646374,-55.9573277713719,157.051000342427,-61.5632091422288,161.5855708062,-62.2672597288428,151.434397309007,-16.0719468456555,56.0612841387684,-17.3689604070899,61.1268579574831,-26.2174248645504,55.7501877352101,-112.520654121605,-35.9273733772511,-110.836201258825,-30.9713986678875,-116.729524868673,-31.7654668440374,180.133844085711,260.603499878848,288.678675627988,38.9994079071395,213.256290625719,53.7963250375114,248.760887708798,-35.0419102311846,195.537242463718,-314.62888161853,80.2749334571375,-252.112252712037,24.4833075798056,-345.267723622904,-194.585946168428,-498.697552155639
"MO_32_E39.jpg","E39",-101.73203175073,155.772181937665,-97.7557649371349,147.99475725058,-114.084512696353,147.138080093845,-122.975027977346,148.478929934725,-39.6416957347813,162.366237205129,-45.8720607890797,164.086076741256,-46.3410516159807,156.979076974611,-2.96604212926785,52.6017359373692,-4.78617133109157,57.5573737906092,-11.311155409495,52.5269166629605,-101.264483810156,-54.8214968824359,-101.302689397088,-50.5601624414688,-108.924845074843,-52.0490589317113,128.834307530491,305.222352043335,238.319285394849,56.1855721110583,207.330571005127,26.7862791269475,243.63127347645,-60.9629194286043,199.157179004716,-329.137028258956,63.3107228166976,-229.495290075587,8.20923313317786,-342.213470582327,-189.835039708161,-514.456143209
"MO_33_E43.jpg","E43",-109.761312896946,155.835191470411,-112.795071227098,143.420031878951,-130.465522915747,151.740768027405,-139.279002647776,152.498097589029,-50.8265406631999,159.431018657515,-60.610370996154,162.566494276493,-59.2585805621303,150.320863499744,-6.37245463314077,32.0216443231495,-9.32588863959543,40.2524696862566,-15.6838243267352,34.2969630707631,-137.311257217396,-34.748991780706,-136.224456488002,-28.7776423046561,-143.333465337859,-32.3465264220594,182.91451870995,270.94924394882,299.458062177671,43.5513874231678,230.458469251393,40.8841227698062,275.781030799161,-101.424826743696,174.807994072754,-254.07450818438,48.775435768038,-265.973816070715,35.3861351507652,-343.792393197041,-136.33389737795,-476.629591918257
"MO_35_E44.jpg","E44",-122.1652881875,168.053083675295,-122.200902097538,158.095463595584,-132.973380700829,154.418149602163,-140.580265932181,153.587805445636,-35.6645005622526,163.524090130979,-44.5649868109966,168.100022647809,-42.1672955822131,155.09712969745,-32.1697037067248,48.547059522364,-34.8255284328112,53.9030538051381,-41.7136590883651,48.4623529311109,-126.325064811994,-37.36018204929,-127.438514864547,-29.492240521037,-133.904219247872,-31.6438858368355,188.138152574555,290.845860927425,291.43020217133,-19.5074590146516,224.069553254529,1.9697407145362,241.476386901808,-113.031219430361,167.397088388205,-283.288793020833,66.0825518243033,-229.263224644768,24.7767091953828,-327.91737937818,-66.6773342842879,-493.099428799532
"MO_36_E45.jpg","E45",-99.147702574174,176.688425293941,-100.526387177532,160.723135693326,-116.279487539292,158.795281673132,-127.661102284514,161.131041603136,-14.6428337935899,158.7134918169,-21.855391540263,161.927723734911,-23.1590675827535,150.587338019357,-14.4907846757042,45.6433888372857,-19.7845458535936,53.3709228691431,-25.1512987948557,46.2886540481711,-141.357921216217,-7.37509706528158,-140.110083284741,3.04277964030768,-150.862988656418,-1.24443648800435,204.874610294553,182.153347133994,220.795191647135,-44.3160768494194,167.217767234825,-4.85975121869803,118.975746630524,-20.0464143381999,227.047986043592,-253.73925543679,70.0888050674583,-215.844824036687,53.5604544058122,-318.955028514369,-67.5309663502531,-592.684646416154
"MO_37_E46.jpg","E46",-77.1744372535427,131.96385093566,-75.0692067805925,120.464812351435,-112.717748429402,121.857668162487,-123.705286076693,121.170972753743,-39.6199126539269,146.314042126793,-45.7707635237079,148.371642649187,-43.2004192124623,136.384296677348,-24.9180896672553,64.3906401983561,-29.5750264375437,69.0353587680257,-34.0219784120439,62.7041364650641,-113.35897087659,-28.6971181573556,-113.817101085194,-21.3727209421292,-124.072272853785,-24.620557565733,137.278151709932,274.297003961368,279.863086678647,57.1356492129651,224.052414816667,63.5809405686371,261.825121145812,-56.9038011072059,155.338169392194,-329.697446900585,73.498841697604,-203.688461642825,33.4137345183938,-282.848102646561,-208.248306696512,-569.842805868674
"MO_38_E47.jpg","E47",-107.50929499658,158.775682118254,-114.020874647179,146.876988456446,-126.643325239911,142.301712934833,-137.868629650318,146.512008421382,-19.9535582643932,152.358387165532,-28.3426384975437,158.427326295056,-28.3930061770657,145.039186958793,-12.8296256365392,31.5840167293176,-16.8007365258482,43.6484524358111,-26.2408398458347,32.2154741681109,-122.557087507403,-33.8838584894075,-123.599674727325,-22.2851381770226,-133.178227285507,-30.2315778890975,160.841032149118,260.224725143746,259.189606321334,40.6397880307381,199.687702145378,44.097048574127,244.702061424459,-63.5325850565211,183.039060006431,-298.783623274847,94.5541252137385,-210.340372772799,71.8474600618557,-283.410797335821,-215.923528320863,-560.232844436636
"MO_39_E48.jpg","E48",-113.562319529774,150.988070976028,-116.541060545023,141.602400091777,-130.410375672745,141.027124295478,-140.497150311089,140.60874189817,-41.413228754082,157.348736369519,-47.3669110260006,158.78580907748,-47.087989427795,152.061292651918,13.3905273716176,23.6371752153584,11.0924483827811,31.6815722400206,5.97651730348785,19.6812222083818,-108.735222396987,-21.2134005900904,-108.786570257006,-14.9004501411819,-117.061471289801,-18.401219213421,96.8650061981265,284.754830867995,252.986290232051,32.7331925982366,205.356832056704,44.2297742619224,252.862695839831,-65.7871861244907,213.06650833828,-304.042872359133,121.390440674756,-225.328392122443,56.0476633724818,-355.18231643609,-257.572630559814,-474.284105765435
"MO_40_E49.jpg","E49",-114.98343058498,148.457877538776,-108.527212785862,137.028532260101,-133.002689111415,139.9731148703,-144.164390974339,139.54051529562,-38.8251749256893,159.311292900552,-46.1427543200183,161.803642479298,-45.525087880495,147.848097550104,-20.6534092260668,45.8413305283241,-24.9850187575254,52.8427781465641,-31.7876467569432,46.0268468545212,-145.030833529492,-43.6525779287696,-146.005371581988,-37.728832868991,-155.718310446267,-40.3920882731585,191.86981324524,259.248036847227,294.544558271717,55.3590539959973,240.341937239397,61.4815630990204,256.818361728824,-69.2461281931808,177.420126804027,-344.589494502175,105.712160778532,-244.835178281691,28.4256442755543,-361.182822863425,-139.781271462212,-413.135559455014
